序号,name,industry,area,pe,outstanding,总股本,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,code,经营现金净流量对销售收入比例,rateofreturn,cf_nm,cf_liabilities,cashflowratio,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,营业收入,bips,经营现金净流量,每股经营现金净流量,净资产,市价,总市值,市经营现金,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,mktcap,nmc
2377,交通银行,银行,上海,6.7,392.51,742.63,893579072,0,12011600,11367500,1.53,0.7,8.06,0.81,20070515,11598800,1.56,1.64,3.5,0,36.35,360918,601328,,0.0032,0.5232,0.0035,,8.26,36.34,43.6874,54419,0.7327,149716,2.016,0,0.00 ,598559780000.00 ,6.53 ,484833421800.00 ,#DIV/0!,,,,,,,,,,,,
2379,光大证券,证券,上海,19.67,39.07,46.11,19931304,0,82992.46,2355888.25,5.11,0.492,10.61,1.22,20090818,1183108,2.57,3.52,-4.89,0,34.01,95916,601788,,-0.0426,-3.62,-0.0571,,4.64,34.01,45.2463,2269.6748,0.4922,6673.0058,1.4472,0,0.00 ,48922710000.00 ,12.94 ,59685706200.00 ,#DIV/0!,0.232,12.94,13.02,13.2,12.92,12.91,6892836,0.17644,89665758,17.508,5966359.205,5055268.298
2416,深天马Ａ,元器件,深圳,32.42,14.01,20.48,2723411.25,953202.69,652960.94,1133764.63,5.54,0.54,10.3,1.54,19950315,160825.38,0.79,30.28,99.48,21.23,7.46,85702,,,,,,,,,,,,,,0,0.00 ,21094400000.00 ,15.86 ,32485376000.00 ,#DIV/0!,,,,,,,,,,,,
2420,鲁 泰Ａ,纺织,山东,12.08,5.61,9.23,951931.19,322173.63,509311.34,75348.4,0.82,0.64,7.63,1.35,20001225,444869.5,4.82,8.37,1.54,30.37,12.77,57584,,,,,,,,,,,,,,0,0.00 ,7042490000.00 ,10.30 ,9507361500.00 ,#DIV/0!,,,,,,,,,,,,
2509,金 融 街,全国地产,北京,15.68,29.87,29.89,11572408,8290135,257220.2,684000.69,2.29,0.483,9.37,1.08,19960626,1632800.63,5.46,87.96,79.63,29.79,9.08,81633,,,,,,,,,,,,,,0,0.00 ,28006930000.00 ,10.12 ,30247484400.00 ,#DIV/0!,,,,,,,,,,,,
2516,诺 普 信,农药化肥,深圳,17.83,7.1,9.14,392455.88,231006.5,29460.25,29675.8,0.32,0.274,2.04,3.19,20080218,55424.26,0.61,32.37,204.53,33.89,11.47,52120,,,,,,,,,,,,,,0,0.00 ,1864560000.00 ,6.51 ,5947946400.00 ,#DIV/0!,,,,,,,,,,,,
2521,向日葵,半导体,浙江,199.45,11.17,11.2,290429.84,135982.22,137430.16,21357.96,0.19,0.012,1.16,2.76,20100827,-9044.82,-0.08,-13.82,-72.88,13.72,1.4,118693,300111,0.0108,0.0036,0.8828,0.0065,0.8017,,,,,,,,0,0.00 ,1299200000.00 ,3.20 ,3585792000.00 ,#DIV/0!,,,,,,,,,,,,
2542,太平洋,证券,云南,178.67,64.79,68.16,4339441.5,0,28468.1,279778.78,0.41,0.013,1.72,1.77,20071228,118456.55,0.17,-13.09,-69.86,0,9.81,361537,601099,,0.004,1.7926,0.0056,,0.74,9.81,15.4144,86.9826,0.0127,886.5515,0.13,0,0.00 ,11723520000.00 ,3.04 ,20750630400.00 ,#DIV/0!,,,,,,,,,,,,
2574,国金证券,证券,四川,21.14,30.24,30.24,4329251.5,0,11228.53,784232.94,2.59,0.291,6.1,1.34,19970807,508918.06,1.68,-7.89,-13.32,0,27.61,147826,,,,,,,,,,,,,,0,0.00 ,18446400000.00 ,8.17 ,24718176000.00 ,#DIV/0!,,,,,,,,,,,,
2584,鄂武商Ａ,百货,湖北,10.45,6.68,7.69,1759967.75,403190.56,696334.56,138892.98,1.81,1.17,8.84,1.79,19921120,397653.38,5.17,3.93,23.98,22.34,6.72,20851,,,,,,,,,,,,,,0,0.00 ,6797960000.00 ,15.82 ,12168348400.00 ,#DIV/0!,,,,,,,,,,,,
2591,峨眉山Ａ,旅游景点,四川,27.68,5.27,5.27,269942.59,92353.2,139538.3,42714.26,0.81,0.373,4.19,2.47,19971021,106042.57,2.01,3.59,2.83,42.62,18.22,30500,,,,,,,,,,,,,,0,0.00 ,2208130000.00 ,10.35 ,5454081100.00 ,#DIV/0!,,,,,,,,,,,,
2598,宁波东力,电气设备,浙江,59.35,4.14,6.99,1551431.63,1280203.13,64842.38,234646.17,3.36,0.14,4.75,1.62,20070823,23054.02,0.33,1422.83,1242.97,3.84,1.22,37098,,,,,,,,,,,,,,0,0.00 ,3320250000.00 ,7.70 ,5378805000.00 ,#DIV/0!,,,,,,,,,,,,
2605,浦发银行,银行,上海,6.55,281.04,293.52,606383680,0,2527500,8176000,2.79,1.45,13.2,0.94,19991110,10843900,3.69,3.18,2.97,0,33.58,192174,600000,,-0.0162,-2.3206,-0.0174,,10.03,33.57,43.2146,41892,1.4272,124768,4.2507,0,0.00 ,387446400000.00 ,12.41 ,364199616000.00 ,#DIV/0!,,,,,,,,,,,,
2620,华安证券,证券,安徽,32.39,27.02,36.21,4127453.25,0,55515,510982.56,1.41,0.166,3.38,2.13,20161206,213496.05,0.59,13.94,17.29,0,39.37,187716,600909,,-0.0193,-1.2623,-0.0278,,4.93,39.37,52.9694,602.7954,0.1664,1531.0574,0.4228,0,0.00 ,12238980000.00 ,7.20 ,26069027400.00 ,#DIV/0!,,,,,,,,,,,,
2656,兴业银行,银行,福建,5.86,190.52,207.74,640699328,0,1811200,7501100,3.61,2.26,18.41,0.96,20070205,20643600,9.94,-13.16,7.2,0,45.76,228251,,,,,,,,,,,,,,0,0.00 ,382449340000.00 ,17.67 ,367151366400.00 ,#DIV/0!,,,,,,,,,,,,
2659,穗恒运Ａ,火力发电,广东,22.92,6.85,6.85,886748,218801.77,308517.44,89725.56,1.31,0.217,5.65,1.17,19940106,195674.97,2.86,22.14,-65.6,20.18,6.68,31512,,,,,,,,,,,,,,0,0.00 ,3870250000.00 ,6.61 ,4528192500.00 ,#DIV/0!,,,,,,,,,,,,
2722,柳 工,工程机械,广西,27.76,11.25,11.25,2107596.5,1351515.38,238478.92,352074.09,3.13,0.249,8.05,1.14,19931118,378788.06,3.37,61.49,4346.41,23.16,3.44,77628,,,,,,,,,,,,,,0,0.00 ,9056250000.00 ,9.18 ,10324125000.00 ,#DIV/0!,,,,,,,,,,,,
2727,南 京 港,港口,江苏,40.77,3.07,3.72,478914.81,74329.43,222776.55,165035.59,4.43,0.2,6.4,1.7,20050325,30153.41,0.81,253,250.33,47.74,15.44,33258,,,,,,,,,,,,,,0,0.00 ,2380800000.00 ,10.88 ,4047360000.00 ,#DIV/0!,,,,,,,,,,,,
2731,南京银行,银行,江苏,7.71,80.7,84.82,114467088,0,557978,1277451.5,1.51,0.876,6.63,1.36,20070719,2053001.75,2.42,-11.84,17.02,0,40.03,118453,601009,,-0.0126,-1.9259,-0.0134,,11.24,40.03,49.4719,7433.096,0.8763,18567.114,2.1889,0,0.00 ,56235660000.00 ,9.02 ,76480497600.00 ,#DIV/0!,,,,,,,,,,,,
2732,南京银行,银行,江苏,7.71,80.7,84.82,114467088,0,557978,1277451.5,1.51,0.876,6.63,1.36,20070719,2053001.75,2.42,-11.84,17.02,0,40.03,118453,601009,,-0.0126,-1.9259,-0.0134,,11.24,40.03,49.4719,7433.096,0.8763,18567.114,2.1889,0,0.00 ,56235660000.00 ,9.02 ,76480497600.00 ,#DIV/0!,,,,,,,,,,,,
2733,新华保险,保险,北京,24.1,20.85,31.2,71477104,0,622100,2395900,7.68,1.616,20.39,2.55,20111216,2789700,8.94,-1.89,5.35,0,4.36,46900,601336,,0.0061,0.8594,0.0067,,7.92,4.36,6.0219,5042,1.6162,115561,37.0441,0,0.00 ,63616800000.00 ,51.99 ,162222840000.00 ,#DIV/0!,,,,,,,,,,,,
2783,农 产 品,农业综合,深圳,2984.35,16.9,16.97,1789844.75,305162.38,190585.5,266186.94,1.57,0.002,2.83,2.23,19970110,21993.5,0.13,17.6,-98.74,34.69,0.16,54312,,,,,,,,,,,,,,0,0.00 ,4802510000.00 ,6.31 ,10709597300.00 ,#DIV/0!,,,,,,,,,,,,
2797,无锡银行,银行,江苏,13.75,7.92,18.48,13017900,0,91583.6,97489.1,0.53,0.417,4.93,1.55,20160923,74723.8,0.4,12.44,10.47,0,36.04,69415,600908,,0.0302,5.1043,0.0325,,8.46,36.03,44.9878,771.282,0.4173,2140.116,1.1579,0,0.00 ,9110640000.00 ,7.64 ,14121492000.00 ,#DIV/0!,,,,,,,,,,,,
2798,无锡银行,银行,江苏,13.75,7.92,18.48,13017900,0,91583.6,97489.1,0.53,0.417,4.93,1.55,20160923,74723.8,0.4,12.44,10.47,0,36.04,69415,600908,,0.0302,5.1043,0.0325,,8.46,36.03,44.9878,771.282,0.4173,2140.116,1.1579,0,0.00 ,9110640000.00 ,7.64 ,14121492000.00 ,#DIV/0!,,,,,,,,,,,,
2799,华扬联众,互联网,北京,99.22,0.4,1.6,445908.69,407453.44,3331.58,59933.38,3.75,0.29,7.11,4.3,20170802,33288.15,2.08,0,0,11.25,0.66,13315,603825,-0.0481,-0.0603,-7.3064,-0.0814,-8.138,,,,,,,,0,0.00 ,1137600000.00 ,30.57 ,4891680000.00 ,#DIV/0!,,,,,,,,,,,,
2827,宁波银行,银行,浙江,10.27,44.99,50.7,95306440,0,470635.41,877990.81,1.73,1.453,9.69,2.05,20070719,2505310.5,4.94,3.54,16.15,0,39.67,76071,2142,,-0.0204,-2.6359,-0.0216,,13.66,39.66,44.9573,7367.864,1.4533,18574.792,3.6638,0,0.00 ,49128300000.00 ,19.86 ,100713015000.00 ,#DIV/0!,,,,,,,,,,,,
2835,吴江银行,银行,江苏,14.54,6.07,14.48,8743300,0,69565.2,127772.5,0.88,0.44,5.73,1.45,20161129,118775.2,0.82,18.35,9.95,0,30.12,30320,603323,,-0.0055,-0.7693,-0.0061,,7.45,30.12,35.9973,618.555,0.4271,2053.618,1.4181,0,0.00 ,8297040000.00 ,8.31 ,12030708000.00 ,#DIV/0!,,,,,,,,,,,,
2853,东方证券,证券,上海,26.22,31.38,69.94,22343832,0,44633.6,1802878.25,2.58,0.42,7.58,1.73,20150323,876558.38,1.25,48.05,40.15,0,37.24,167822,600958,,-0.0694,-5.7446,-0.0855,,6.3,37.24,41.2532,2628.9154,0.4229,7058.9934,1.1357,0,0.00 ,53014520000.00 ,13.11 ,91715119600.00 ,#DIV/0!,,,,,,,,,,,,
2858,东北证券,证券,吉林,21.45,23.4,23.4,6798108,0,70602.15,574528.81,2.45,0.274,6.75,1.16,19970227,516167.06,2.21,14.88,-44.72,0,18,120517,686,,0.037,3.779,0.0493,,4.05,18,21.9343,640.9006,0.2738,3559.8638,1.521,0,0.00 ,15795000000.00 ,7.83 ,18322200000.00 ,#DIV/0!,,,,,,,,,,,,
2859,东北证券,证券,吉林,21.45,23.4,23.4,6798108,0,70602.15,574528.81,2.45,0.274,6.75,1.16,19970227,516167.06,2.21,14.88,-44.72,0,18,120517,686,,0.037,3.779,0.0493,,4.05,18,21.9343,640.9006,0.2738,3559.8638,1.521,0,0.00 ,15795000000.00 ,7.83 ,18322200000.00 ,#DIV/0!,,,,,,,,,,,,
2869,新 和 成,化学制药,浙江,40.17,10.73,12.64,1199863.75,590514.81,443225.41,72048.78,0.57,0.83,7.62,5.01,20040625,592201.69,4.69,19.57,6.59,42.78,22.02,33756,,,,,,,,,,,,,,0,0.00 ,9631680000.00 ,38.18 ,48254716800.00 ,#DIV/0!,,,,,,,,,,,,
2891,张 裕Ａ,红黄药酒,山东,22.16,4.53,6.85,1209680.38,431799.16,470863.19,56595.53,0.83,1.191,12.68,2.77,20001026,709357.13,10.35,0.91,-1.04,66.95,21.49,48049,,,,,,,,,,,,,,0,0.00 ,8685800000.00 ,35.12 ,24059666000.00 ,#DIV/0!,,,,,,,,,,,,
2892,苏常柴Ａ,机械基件,江苏,47.67,4.11,5.61,379606.59,221963.45,57390.96,16432.85,0.29,0.076,4.11,1.18,19940701,67727.61,1.21,5.13,-22.42,13.3,2.3,52641,,,,,,,,,,,,,,0,0.00 ,2305710000.00 ,4.85 ,2720737800.00 ,#DIV/0!,,,,,,,,,,,,
2901,常熟银行,银行,江苏,13.39,9.95,22.23,14240925,0,102176.4,69405,0.31,0.402,4.7,1.53,20160930,214225.2,0.96,11.37,15.29,0,24.69,54154,601128,,-0.044,-6.6707,-0.0476,,8.76,24.69,33.2473,893.641,0.402,3618.774,1.628,0,0.00 ,10448100000.00 ,7.19 ,15985593000.00 ,#DIV/0!,,,,,,,,,,,,
2902,招商公路,路桥,北京,15.73,5.55,61.78,5978384.5,1058908.75,0,0,0,0.455,6.98,1.37,20171225,0,0,0,0,0,75.41,0,,,,,,,,,,,,,,0,0.00 ,43122440000.00 ,9.56 ,59077742800.00 ,#DIV/0!,,,,,,,,,,,,
2903,生 意 宝,互联网,浙江,368.21,2.52,2.53,124630.51,108319.86,6252.18,32617.25,1.29,0.08,3.28,11.98,20061215,20981.32,0.83,29.52,26.03,34.58,7.67,39367,,,,,,,,,,,,,,0,0.00 ,829840000.00 ,39.29 ,9941483200.00 ,#DIV/0!,,,,,,,,,,,,
2916,新大洲Ａ,综合类,海南,43.28,8.06,8.14,499597.91,179877.23,150671.25,64690.46,0.79,0.081,2.75,1.7,19940525,69594.17,0.85,66.63,1.71,26.52,6.78,83369,,,,,,,,,,,,,,0,0.00 ,2238500000.00 ,4.68 ,3805450000.00 ,#DIV/0!,,,,,,,,,,,,
2951,江化微,化工原料,江苏,51.17,0.15,0.6,88245.27,59693.94,16189.12,37458.55,6.24,0.95,12.46,3.67,20170410,28535.31,4.76,6.37,-22.14,35.13,15.15,5195,603078,0.1091,0.033,0.6837,0.1898,30.5536,,,,,,,,0,0.00 ,747600000.00 ,45.73 ,2743692000.00 ,#DIV/0!,,,,,,,,,,,,
2958,东吴证券,证券,江苏,23.33,28.91,30,9084880,0,73956.22,1176400.25,3.92,0.269,6.95,1.2,20111212,353059.13,1.18,-3.79,-35.4,0,25.21,113777,601555,,-0.1202,-13.1712,-0.1565,,3.87,25.21,35.0777,807.2733,0.269,3201.7245,1.0672,0,0.00 ,20850000000.00 ,8.34 ,25020000000.00 ,#DIV/0!,,,,,,,,,,,,
2978,贵阳银行,银行,贵州,8.12,12.09,22.99,43293212,0,248363.09,486194.91,2.12,1.387,10.75,1.4,20160816,1089111.38,4.74,27.07,18.13,0,35.51,85948,601997,,0.0125,1.6797,0.0132,,13.53,35.5,41.2787,3187.197,1.3865,8975.954,3.9049,0,0.00 ,24714250000.00 ,15.05 ,34599950000.00 ,#DIV/0!,,,,,,,,,,,,
2979,张家港行,银行,江苏,21.82,8.34,18.08,9566371,0,41074.32,86643.13,0.48,0.308,4.58,1.96,20170124,121167.2,0.67,5.07,8.05,0,30.18,72061,2839,,0.0349,5.9703,0.0382,,6.83,30.18,28.1841,557.2758,0.3083,1846.4994,1.0215,0,0.00 ,8280640000.00 ,8.98 ,16230054400.00 ,#DIV/0!,,,,,,,,,,,,
2980,张家港行,银行,江苏,21.82,8.34,18.08,9566371,0,41074.32,86643.13,0.48,0.308,4.58,1.96,20170124,121167.2,0.67,5.07,8.05,0,30.18,72061,2839,,0.0349,5.9703,0.0382,,6.83,30.18,28.1841,557.2758,0.3083,1846.4994,1.0215,0,0.00 ,8280640000.00 ,8.98 ,16230054400.00 ,#DIV/0!,,,,,,,,,,,,
2992,中信银行,银行,北京,7.12,319.05,489.35,553697280,0,1756300,5863600,1.2,0.68,7.38,0.91,20070427,15955299,3.26,-0.03,0.56,0,30.13,199726,601998,,-0.0008,-0.1301,-0.0009,,8.77,30.12,38.4547,34738,0.7098,115307,2.3563,0,0.00 ,361140300000.00 ,6.72 ,328637673000.00 ,#DIV/0!,,,,,,,,,,,,
3040,亿晶光电,半导体,浙江,63.91,11.76,11.76,646239.5,300898.88,290562.94,128309.47,1.09,0.051,3.07,1.41,20030123,110516.86,0.94,-19.91,-84.52,13.46,1.78,74913,600537,-0.1094,-0.057,-6.1586,-0.129,-21.3081,,,,,,,,0,0.00 ,3610320000.00 ,4.33 ,5090551200.00 ,#DIV/0!,,,,,,,,,,,,
3054,中国人寿,保险,北京,20.73,208.24,282.65,286852512,0,1882400,5508100,1.95,0.94,11.14,2.35,20070109,14040899,4.97,19.98,98.29,0,4.9,156869,601628,,0.0627,6.6058,0.0707,,8.31,4.89,5.9647,26825,0.949,547652,19.3758,0,0.00 ,314872100000.00 ,26.18 ,739949435000.00 ,#DIV/0!,,,,,,,,,,,,
3070,江苏银行,银行,江苏,7,59.24,115.44,173756544,0,550187.69,1607527.75,1.39,0.796,7.69,0.97,20160802,2877537.25,2.49,7.53,10.94,0,35.91,227586,600919,,-0.0646,-12.0991,-0.0681,,10.34,35.91,41.4713,9185.756,0.7956,25578.197,2.2156,0,0.00 ,88773360000.00 ,7.46 ,86110159200.00 ,#DIV/0!,,,,,,,,,,,,
3071,江苏银行,银行,江苏,7,59.24,115.44,173756544,0,550187.69,1607527.75,1.39,0.796,7.69,0.97,20160802,2877537.25,2.49,7.53,10.94,0,35.91,227586,600919,,-0.0646,-12.0991,-0.0681,,10.34,35.91,41.4713,9185.756,0.7956,25578.197,2.2156,0,0.00 ,88773360000.00 ,7.46 ,86110159200.00 ,#DIV/0!,,,,,,,,,,,,
3093,安迪苏,化学制药,北京,26.14,5.75,26.82,2077337.63,1080195.75,628647.63,223245.72,0.83,0.34,4.76,2.49,20000420,805972.25,3.01,-5.84,-41,36.96,11.97,23159,600299,0.2081,0.0763,1.3604,0.4198,77.1778,,,,,,,,0,0.00 ,12766320000.00 ,11.85 ,31788136800.00 ,#DIV/0!,,,,,,,,,,,,
3172,中原证券,证券,河南,50.21,18.03,39.24,4051356,0,23114.72,383246.53,0.98,0.091,2.65,2.29,20170103,77216.96,0.2,-1.21,-35.29,0,22.64,151666,601375,,-0.0697,-6.8856,-0.0979,,3.42,22.64,34.9701,355.758,0.0906,1571.0555,0.4003,0,0.00 ,10398600000.00 ,6.07 ,23812794000.00 ,#DIV/0!,,,,,,,,,,,,
3173,中原证券,证券,河南,50.21,18.03,39.24,4051356,0,23114.72,383246.53,0.98,0.091,2.65,2.29,20170103,77216.96,0.2,-1.21,-35.29,0,22.64,151666,601375,,-0.0697,-6.8856,-0.0979,,3.42,22.64,34.9701,355.758,0.0906,1571.0555,0.4003,0,0.00 ,10398600000.00 ,6.07 ,23812794000.00 ,#DIV/0!,,,,,,,,,,,,
3183,鹏鹞环保,环境保护,江苏,30.22,0.8,4.8,366330.94,73137.24,0,0,0,0.426,5.52,3.11,20180105,0,0,0,0,0,34,150095,,,,,,,,,,,,,,0,0.00 ,2649600000.00 ,17.17 ,8240256000.00 ,#DIV/0!,,,,,,,,,,,,
3191,国元证券,证券,安徽,25.66,29.46,33.65,7660439,0,139237.05,885303.19,2.63,0.3,7.09,1.28,19970616,497776.16,1.48,4.01,-6.63,0,35.63,108024,728,,-0.0276,-2.3458,-0.038,,4.26,35.63,45.9917,890.3689,0.3022,2498.8713,0.8481,0,0.00 ,23857850000.00 ,9.08 ,30538048000.00 ,#DIV/0!,,,,,,,,,,,,
3193,安信信托,多元金融,上海,15.21,24.98,45.58,2512611.5,0,917.05,401238.13,0.88,0.805,3.55,3.45,19940128,584343.13,1.28,6.6,20.91,0,65.59,70800,600816,,0.0306,0.2388,0.1001,,18.42,67.32,83.7176,2825.2883,0.6199,4196.502,0.9207,0,0.00 ,16180900000.00 ,12.25 ,55824105000.00 ,#DIV/0!,,,,,,,,,,,,
3199,昊华能源,煤炭开采,北京,10.77,12,12,2033147.75,342893.38,558562.19,323487.13,2.7,0.524,6.06,1.24,20100331,190061.38,1.58,50.08,643.64,41.17,13.97,56782,601101,0.2314,0.0513,1.4922,0.1199,30.3807,,,,,,,,0,0.00 ,7272000000.00 ,7.51 ,9017280000.00 ,#DIV/0!,,,,,,,,,,,,
3211,中国银河,证券,北京,21.98,12.29,101.37,24398524,0,26961.55,2502739,2.47,0.34,6.33,1.55,20170123,1638712.75,1.62,-8.4,-4.68,0,37.94,123553,,,,,,,,,,,,,,0,0.00 ,64167210000.00 ,9.81 ,99459175500.00 ,#DIV/0!,,,,,,,,,,,,
3214,七 匹 狼,服饰,福建,24.73,7.55,7.56,779243.13,537404.81,36242.94,188004.77,2.49,0.258,7.09,1.2,20040806,208982.72,2.77,14.81,15.38,38.25,9.48,39079,,,,,,,,,,,,,,0,0.00 ,5360040000.00 ,8.51 ,6432048000.00 ,#DIV/0!,,,,,,,,,,,,
3220,财通证券,证券,浙江,33.42,3.59,35.89,4966410.5,0,7868.71,466297.5,1.3,0.337,5.03,2.99,20171024,528287.19,1.47,0,0,0,38.73,293571,601108,,-0.11,-4.619,-0.1636,,7.45,38.72,46.6874,1209.7028,0.3745,3123.6963,0.967,0,0.00 ,18052670000.00 ,15.04 ,53977483300.00 ,#DIV/0!,,,,,,,,,,,,
3222,名臣健康,日用化工,广东,43.84,0.2,0.81,46302.28,0,0,0,0,0.441,5.04,5.11,20171218,0,0,0,0,0,7.77,43677,,,,,,,,,,,,,,0,0.00 ,408240000.00 ,25.75 ,2086106400.00 ,#DIV/0!,,,,,,,,,,,,
3261,特 力Ａ,汽车服务,深圳,177.96,1.94,2.97,134672.02,42539.75,12197.38,56522.63,1.9,0.137,3.15,10.28,19930621,7154.03,0.24,-0.99,54.89,26.42,17.03,56881,,,,,,,,,,,,,,0,0.00 ,935550000.00 ,32.38 ,9617454000.00 ,#DIV/0!,,,,,,,,,,,,
3281,陇神戎发,中成药,甘肃,130.58,1.89,3.03,78058.93,25093.23,34506.76,23148.81,0.76,0.043,2.33,3.17,20160913,14831.75,0.49,2.3,-65.68,32.08,6.67,28153,,,,,,,,,,,,,,0,0.00 ,705990000.00 ,7.39 ,2237988300.00 ,#DIV/0!,,,,,,,,,,,,
3344,西菱动力,汽车配件,四川,37.33,0.4,1.6,102448.71,0,0,0,0,0.423,4.91,4.29,20180116,0,0,0,0,0,15.61,77780,,,,,,,,,,,,,,0,0.00 ,785600000.00 ,21.06 ,3370224000.00 ,#DIV/0!,,,,,,,,,,,,
3354,山西证券,证券,山西,40.22,28.29,28.29,5267785.5,0,34512.96,671329.63,2.37,0.134,4.4,1.63,20101115,153170.55,0.54,113.72,17.02,0,11.15,163300,2500,,-0.0011,-0.1442,-0.0015,,3.04,11.15,16.9009,379.2215,0.134,3400.5445,1.2021,0,0.00 ,12447600000.00 ,7.17 ,20289588000.00 ,#DIV/0!,,,,,,,,,,,,
3379,康弘药业,中成药,四川,55.95,0.7,6.74,443773.69,349185.03,41664.43,64829.35,0.96,0.617,4.92,9.35,20150626,183440.47,2.72,14.69,33.85,90.48,19.8,9827,2773,0.2411,0.1141,1.2177,0.4518,79.9405,,,,,,,,0,0.00 ,3316080000.00 ,46.00 ,31005348000.00 ,#DIV/0!,,,,,,,,,,,,
3446,润都股份,化学制药,广东,35.24,0.25,1,64912.15,35518.1,0,0,0,0.686,6.22,5.18,20180105,0,0,0,0,61.74,12.26,51368,,,,,,,,,,,,,,0,0.00 ,622000000.00 ,32.22 ,3221960000.00 ,#DIV/0!,,,,,,,,,,,,
3450,达 意 隆,轻工机械,广东,0,1.91,1.95,159816.38,110185.72,39336.31,22266.34,1.14,-0.055,3.09,2.56,20080130,15256.69,0.78,18.2,58.64,25.33,-1.57,13440,,,,,,,,,,,,,,0,0.00 ,602550000.00 ,7.91 ,1542528000.00 ,#DIV/0!,,,,,,,,,,,,
3457,成都银行,银行,四川,11.79,3.61,36.12,40991660,0,102515.2,402383.19,1.11,0.778,7.68,1.59,20180131,1029206.69,2.85,0,0,0,43.06,299572,,,,,,,,,,,,,,0,0.00 ,27740160000.00 ,12.21 ,44106854400.00 ,#DIV/0!,,,,,,,,,,,,
3464,华西证券,证券,四川,32.55,5.25,26.25,4695533,0,0,0,0,0.323,6,2.33,20180205,0,0,0,0,0,41.9,935684,,,,,,,,,,,,,,0,0.00 ,15750000000.00 ,13.98 ,36697500000.00 ,#DIV/0!,,,,,,,,,,,,
3473,上海雅仕,仓储物流,上海,50.75,0.33,1.32,84900.68,72657.6,0,0,0,0.388,3.99,6.57,20171229,0,0,0,0,0,4.37,35041,,,,,,,,,,,,,,0,0.00 ,526680000.00 ,26.21 ,3460287600.00 ,#DIV/0!,,,,,,,,,,,,
3479,万兴科技,软件服务,西藏,50.26,0.2,0.8,27383.02,8821.16,0,0,0,0.657,4.28,10.28,20180118,0,0,0,0,0,15.58,40002,,,,,,,,,,,,,,0,0.00 ,342400000.00 ,44.00 ,3519872000.00 ,#DIV/0!,,,,,,,,,,,,
3488,南京聚隆,塑料,江苏,43.67,0.16,0.64,82547.78,60597.23,18706.01,7448.47,1.16,0.882,8.83,4.36,20180206,25969.65,4.06,13.33,-28.26,17.55,5.51,31946,,,,,,,,,,,,,,0,0.00 ,565120000.00 ,38.50 ,2463923200.00 ,#DIV/0!,,,,,,,,,,,,
3497,奥飞数据,电信运营,广东,49.03,0.16,0.65,33440.9,0,0,0,0,0.76,5.24,9.47,20180119,0,0,0,0,0,17.33,32672,,,,,,,,,,,,,,0,0.00 ,340600000.00 ,49.62 ,3225482000.00 ,#DIV/0!,,,,,,,,,,,,
3498,南都物业,房产服务,浙江,36.01,0.2,0.79,72642,0,0,0,0,0.637,4.35,7.03,20180201,0,0,0,0,0,8.71,18531,,,,,,,,,,,,,,0,0.00 ,343650000.00 ,30.58 ,2415859500.00 ,#DIV/0!,,,,,,,,,,,,
3501,中源家居,家居用品,浙江,36.44,0.2,0.8,41752.76,0,0,0,0,0.706,2.42,14.16,20180208,0,0,0,0,0,9.68,19998,,,,,,,,,,,,,,0,0.00 ,193600000.00 ,34.27 ,2741376000.00 ,#DIV/0!,,,,,,,,,,,,
3505,华菱精工,机械基件,安徽,45.75,0.33,1.33,52746.38,32024.01,0,0,0,0.365,3.3,6.75,20180124,0,0,0,0,0,10.2,33471,,,,,,,,,,,,,,0,0.00 ,438900000.00 ,22.28 ,2962575000.00 ,#DIV/0!,,,,,,,,,,,,
3507,天永智能,专用机械,上海,59.26,0.19,0.77,62081.06,0,0,0,0,0.653,4.84,10.66,20180122,0,0,0,0,0,16.74,19298,,,,,,,,,,,,,,0,0.00 ,372680000.00 ,51.59 ,3972768800.00 ,#DIV/0!,,,,,,,,,,,,
2810,黄河旋风,矿物制品,河南,29.49,11.69,14.76,1040160.81,395239,380992,173546.47,1.18,0.19,3.58,2.06,19981126,172072.19,1.17,40.12,8.41,34.02,11.55,60539,600172,-0.0002,0,-0.0015,-0.0001,-0.0114,5.41,11.54,34.0216,276.3724,0.1937,2392.9732,1.6777,-478594.64,0.00 ,5284080000.00 ,7.37 ,10885204800.00 ,-22744.10 ,,,,,,,,,,,,
1872,鲁银投资,普钢,山东,386.52,5.68,5.68,465281.31,299486.44,45003.76,58435.25,1.03,0.011,2.79,1.95,19961225,32465.83,0.57,-57.12,-90.63,15.78,0.59,49559,600784,-0.0002,-0.0001,-0.1564,-0.0001,-0.01,0.37,0.59,15.7766,6.0198,0.0105,1015.5098,1.7873,-203101.96,0.00 ,1584720000.00 ,5.44 ,3090204000.00 ,-15215.04 ,,,,,,,,,,,,
372,华联股份,百货,北京,190.72,22.26,27.37,1399492.25,322886.03,5505.55,465522.5,1.7,0.011,2.84,0.97,19980616,18883.8,0.07,-0.25,-76.12,36.91,3.89,138416,882,-0.0033,-0.0002,-0.077,-0.0004,-0.2807,0.38,3.88,36.9101,29.8183,0.0108,766.6561,0.28,-2529965.13,0.00 ,7773080000.00 ,2.75 ,7539887600.00 ,-2980.23 ,,,,,,,,,,,,
