,年龄,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,月投资额,月余额
388,22.0,29727.93,2678.3275,6.0,6.0,14.0,1.0,25.0,10.0,16.87,8.0,1237.42,30.94366455,212.1756087,312.7486302
389,36.0,31994.01,2756.1675,3.0,7.0,8.0,2.0,5.0,17.0,8.8,8.0,1197.22,36.60447837,52.75108959,428.7841433
390,24.0,119680.56,680.3558333,8.0,4.0,17.0,4.0,18.0,14.0,3.61,4.0,871.69,40.31250827,200.9055304,699.1532031
391,40.0,20081.52,1454.46,6.0,6.0,22.0,2.0,26.0,15.0,9.11,12.0,2468.95,26.94954252,101.1905325,283.3854567
392,30.0,17924.07,1303.6725,6.0,10.0,31.0,6.0,31.0,10.0,5.46,12.0,1680.63,29.67559082,36.08848462,297.2490803
393,31.0,55663.5,4932.625,5.0,4.0,30.0,7.0,17.0,12.0,7.39,6.0,1319.74,31.68109914,342.1494128,217.568539
394,32.0,33775.16,680.3558333,9.0,10.0,28.0,6.0,40.0,21.0,15.01,7.0,2618.21,36.45504179,115.8293401,318.6301874
395,29.0,74008.84,680.3558333,9.0,7.0,32.0,5.0,19.0,23.0,1.62,7.0,1548.55,39.1517512,167.6232882,534.8237602
396,55.0,158604.0,13273.0,4.0,3.0,1.0,4.0,-1.0,9.0,0.54,3.0,203.93,34.95326525,294.1456102,834.8120028
397,33.0,46817.5,680.3558333,8.0,3.0,10.0,4.0,17.0,16.0,11.45,1.0,613.71,38.34841481,145.0903301,412.9765946
398,36.0,58145.22,4577.435,4.0,7.0,9.0,2.0,1.0,0.0,6.76,4.0,171.06,34.13740646,59.68927378,555.6125041
399,7462.0,14791.615,1342.634583,0.0,5.0,9.0,4.0,7.0,12.0,10.74,6.0,683.67,32.08692878,124.3224008,247.0944487
400,35.0,19975.13,1466.594167,8.0,6.0,18.0,4.0,11.0,15.0,5.09,4.0,643.23,35.51933472,183.4911817,216.8894645
401,32.0,43655.04,680.3558333,5.0,7.0,5.0,4.0,10.0,6.0,2.71,0.0,97.41,26.37436198,66.01456728,432.2411968
402,42.0,73683.69,5952.3075,8.0,7.0,9.0,3.0,16.0,10.0,8.35,5.0,520.26,28.31902425,326.211916,406.147072
403,27.0,67512.6,5804.05,7.0,6.0,31.0,3.0,28.0,11.0,13.48,11.0,2342.79,27.06722212,105.2748506,626.1362124
404,31.0,16162.13,1208.844167,8.0,5.0,22.0,6.0,15.0,15.0,20.07,16.0,4449.15,40.17096434,10000.0,227.8329452
405,27.0,18202.79,1390.899167,4.0,4.0,5.0,1.0,6.0,11.0,9.7,3.0,911.09,34.53915621,114.9670625,282.276849
406,21.0,104816.56,680.3558333,3.0,7.0,13.0,3.0,15.0,19.0,9.18,1.0,1220.07,32.73559194,794.5390625,159.7016709
407,49.0,14366.56,1211.213333,1.0,2.0,3.0,1.0,8.0,6.0,11.48,2.0,411.98,38.64810248,109.4370448,293.9464813
408,27.0,33740.62,2954.718333,10.0,8.0,33.0,5.0,62.0,24.0,29.77,6.0,3898.38,30.36034454,31.11259429,433.7945246
409,46.0,15219.08,1505.256667,6.0,10.0,33.0,5.0,50.0,10.0,24.2,10.0,4511.85,38.92678696,172.7013729,213.7624619
410,31.0,17623.09,680.3558333,10.0,5.0,16.0,7.0,44.0,10.0,15.7,1685.0,2847.24,28.69967259,84.49378065,230.1280706
411,26.0,80094.96,5874.664947,7.0,5.0,34.0,7.0,11.0,16.0,5.12,6.0,2286.06,24.72190476,47.63910191,410.5244207
412,19.0,21153.98,1520.831667,6.0,3.0,8.0,3.0,15.0,15.0,8.6,0.0,951.68,26.83545384,174.2843124,236.8510791
413,48.0,100971.6,680.3558333,2.0,6.0,7.0,1.0,12.0,4.0,0.0,3.0,1138.38,39.50235647,1087.482887,10.30550807
414,41.0,15811.83,1527.6525,5.0,6.0,6.0,6.0,26.0,13.0,11.25,5.0,171.8,30.12096223,40.43875216,299.8418318
415,32.0,78738.68,6583.556667,9.0,7.0,29.0,2.0,47.0,20.0,11.38,11.0,1738.0,35.14298599,158.3280351,643.0127861
416,20.0,16156.815,1199.40125,4.0,6.0,8.0,1.0,29.0,11.0,-0.48,4.0,1008.58,38.06337049,109.2791371,289.5833855
417,37.0,158757.88,13111.82333,3.0,5.0,4.0,4.0,10.0,0.0,8.23,7.0,1317.48,35.85258694,247.4355459,978.9122716
418,23.0,8884.17,874.3475,10.0,6.0,16.0,6.0,62.0,20.0,8.5,10.0,2143.45,31.96737959,51.2873587,296.7576769
419,17.0,17145.07,1509.755833,7.0,8.0,15.0,5.0,60.0,15.0,16.21,11.0,4316.78,33.05913307,106.0579592,272.7081144
420,14.0,28312.79,2566.399167,3.0,3.0,5.0,3.0,26.0,9.0,20.57,5.0,365.77,29.00884845,264.9829591,220.9796001
421,34.0,33836.13,2589.6775,3.0,4.0,6.0,1.0,23.0,10.0,9.97,1.0,736.71,34.89804058,280.8771729,246.9614374
422,24.0,57136.44,4954.37,9.0,6.0,27.0,6.0,16.0,22.0,25.89,11.0,3811.31,30.63393419,34.91554729,466.3619656
423,40.0,10234.39,881.8658333,4.0,6.0,6.0,4.0,24.0,16.0,6.7,0.0,627.2,33.92282328,101.3178626,249.8724052
424,36.0,10466.16,1080.18,8.0,6.0,15.0,7.0,56.0,15.0,15.07,10.0,1941.93,27.8336132,64.04636018,247.7805549
425,35.0,108472.35,9233.3625,5.0,7.0,2.0,4.0,15.0,14.0,-3.43,3.0,1351.42,34.63581504,356.2639539,585.4666217
426,42.0,41468.9,3173.741667,7.0,8.0,26.0,8.0,56.0,24.0,26.08,12.0,3501.98,34.06715947,46.91044664,247.2404522
427,41.0,75602.28,6185.19,8.0,3.0,1.0,4.0,27.0,16.0,9.07,1.0,957.62,40.73821391,137.1973061,476.4331938
428,35.0,53071.47,4656.6225,8.0,5.0,2620.0,8.0,44.0,19.0,8.05,10.0,1740.38,26.52877462,191.2148172,345.9639848
429,53.0,30269.71,2387.775996,6.0,5.0,7.0,3.0,17.0,20.0,8.9,0.0,838.05,36.17024174,122.1652529,378.8260368
430,44.0,56414.52,680.3558333,222.0,6.0,34.0,6.0,61.0,19.0,23.74,11.0,2476.44,35.35281412,372.169007,184.2066802
431,30.0,84659.22,680.3558333,8.0,5.0,6.0,1.0,27.0,13.0,12.55,4.0,704.53,30.94000905,384.5970968,504.1586747
432,52.0,57367.1,5030.591667,2.0,1.0,4.0,4.0,15.0,3.0,8.22,0.0,401.33,36.34603653,281.6486649,290.9696736
433,26.0,83962.92,7148.91,6.0,7.0,26.0,6.0,62.0,17.0,2.97,11.0,1978.1,39.70520145,396.9781102,171.3040827
434,18.0,49233.0,3957.75,10.0,10.0,21.0,6.0,39.0,17.0,32.98,8.0,4082.37,26.52374121,148.4551793,309.8714792
435,43.0,15647.0,1044.916667,10.0,5.0,17.0,6.0,52.0,25.0,26.89,13.0,4973.13,38.22329104,68.13363585,259.6411492
436,24.0,48302.48,4325.206667,4.0,4.0,10.0,1.0,9.0,16.0,7.55,1.0,843.74,30.98035851,150.8132404,495.9587509
437,19.0,17227.16,1398.596667,8.0,6.0,4418.0,6.0,48.0,20.0,8.52,11.0,2086.83,33.21334174,10000.0,212.2567001
438,32.0,57396.72,5074.06,3.0,3.0,13.0,2.0,4.0,9.0,11.8,0.0,351.72,28.49802723,113.0330411,573.3629324
439,37.0,26508.58,2500.048333,105.0,7.0,12.0,3.0,15.0,17.0,10.54,4.0,1356.64,37.0559837,170.9700914,313.6621725
440,29.0,16056988.0,2253.63,6.0,7.0,3.0,3.0,2.0,15.0,7.69,2.0,160.02,34.82660079,56.08524724,388.1102167
441,39.0,9493.125,662.09375,8.0,8.0,34.0,-100.0,38.0,21.0,6.3,8.0,1558.02,32.96402298,26.98413254,282.4077385
442,35.0,82203.45,6655.2875,6.0,5.0,12.0,2.0,14.0,20.0,4.86,4.0,667.13,28.16081275,592.1489042,239.0597799
443,31.0,16923.73,1437.310833,10.0,7.0,19.0,9.0,29.0,19.0,8.52,8.0,2882.5,38.91918433,154.8959594,184.8857987
444,21.0,15838.8,1415.9,10.0,8.0,23.0,-100.0,62.0,19.0,18.3,6.0,2289.44,26.53637534,34.18692443,298.2328583
445,14.0,20739.75,1916.3125,6.0,10.0,26.0,8.0,55.0,10.0,2.41,12.0,3077.36,32.74424597,10000.0,220.3447338
446,26.0,45652.17,3888.3475,8.0,6.0,13.0,7.0,5.0,12.0,17.94,8.0,28.54,30.82848356,50.41215826,417.9492882
447,24.0,14886.29,1379.524167,6.0,7.0,20.0,2.0,53.0,25.0,10.17,10.0,2489.24,25.82803109,55.88843795,314.4288434
448,39.0,17532.55,1675.045833,4.0,9.0,31.0,3.0,10.0,10.0,15.25,12.0,1347.44,36.49003211,69.04864336,365.5851616
449,44.0,54904.1,4839.341667,7.0,7.0,7.0,2.0,8.0,15.0,2.81,2.0,737.62,28.74588236,507.4541125,204.2847474
450,7325.0,41486.98,2959.217697,3.0,2.0,4.0,4.0,7.0,0.0,11.18,3.0,802.69,33.42819662,80.47175206,430.9494429
451,37.0,8393.5,517.4583333,9.0,7.0,29.0,5.0,17.0,20.0,8.92,10.0,1685.82,23.06327787,60.41764207,252.6217939
452,21.0,8255.925,680.3558333,9.0,5.0,15.0,5.0,45.0,19.0,18.84,13.0,2619.81,33.78601963,10000.0,287.5213772
453,32.0,43978.14,3663.845,6.0,7.0,9.0,2.0,27.0,16.0,7.07,1.0,1102.66,36.13609041,242.1822427,345.4171568
454,45.0,36403.98,3012.665,6.0,5.0,17.0,6.0,22.0,10.0,16.89,7.0,524.79,28.34228019,97.78746524,330.2935393
455,24.0,61219.47,4860.6225,10.0,6.0,16.0,6.0,42.0,17.0,7.11,14.0,2462.92,31.94774167,402.2734225,100.4942969
456,18.0,70732.4,5874.366667,8.0,10.0,26.0,5.0,20.0,15.0,4.18,7.0,1468.67,28.03441685,286.9063463,395.479245
457,45.0,55281.02,4713.751667,3.0,5.0,10.0,4.0,9.0,13.0,19.18,4.0,522.67,29.23022783,416.0234108,236.0927928
458,34.0,17666.82,1608.235,8.0,5.0,3.0,2.0,25.0,10.0,2.77,0.0,346.12,23.95918845,81.55777346,320.9281495
459,40.0,116014.8,9907.9,2.0,4.0,2.0,3.0,7.0,2834.0,1.31,1.0,1271.05,33.33822456,158.8214715,804.4392819
460,53.0,60180.09,5218.0075,7.0,7.0,17.0,3.0,28.0,17.0,11.34,1.0,1293.89,23.81112778,445.8701294,247.2994895
461,38.0,20758.37,1458.864167,0.0,5.0,11.0,4.0,28.0,10.0,9.91,2.0,1328.24,30.77582871,135.257374,246.9240727
462,40.0,19617.02,1624.751667,6.0,6.0,28.0,2.0,27.0,17.0,10.28,8.0,1634.59,28.24221565,109.7663802,312.2022693
463,40.0,43516.38,3635.365,8.0,5.0,18.0,3.0,12.0,11.0,-2.02,7.0,217.57,38.44940781,10000.0,463.5191104
464,3818.0,29357.85,2665.4875,5.0,4.0,17.0,3.0,19.0,14.0,11.09,4.0,848.04,30.88013905,107.1642367,363.7339921
465,46.0,57738.06,4881.505,9.0,8.0,30.0,9.0,61.0,24.0,14.27,11.0,3916.47,25.74214266,53.82117765,388.0451866
466,39.0,38095.16,3387.596667,9.0,6.0,25.0,2.0,26.0,15.0,8.62,9.0,2695.77,34.77276797,107.9365619,451.0620875
467,17.0,50050.83,4085.9025,9.0,10.0,20.0,5.0,25.0,16.0,17.45,8.0,3419.1,39.43928174,225.9676395,252.1775504
468,26.0,26281.03,2440.085833,8.0,3.0,16.0,3.0,30.0,23.0,12.82,7.0,267.49,28.94423701,52.47786893,395.1045528
469,15.0,70286.6,5718.216667,7.0,10.0,25.0,6.0,15.0,20.0,8.72,7.0,1553.07,38.90713912,259.6793289,376.7999025
470,21.0,28699.48,2434.623333,4.0,7.0,19.0,2.0,4.0,10.0,17.86,8.0,813.45,29.16573806,73.17454308,383.0950037
471,15.0,69860.18,5620.681667,4.0,5.0,11.0,3.0,12.0,13.0,9.85,8.0,859.03,26.6171118,143.3975149,586.1116737
472,42.0,20474.27,1797.189167,6.0,5.0,16.0,3.0,30.0,11.0,-2.01,6.0,1123.23,39.4079113,129.9295595,302.7875948
473,43.0,96882.93,8229.5775,5.0,6.0,6.0,1.0,8.0,3.0,11.61,4.0,355.41,39.63565336,56.05246955,933.7315572
474,25.0,8898.495,738.54125,8.0,10.0,33.0,7.0,52.0,8.0,12.57,8.0,2665.74,27.0753784,10000.0,271.6978041
475,43.0,17602.93,680.3558333,9.0,10.0,29.0,6.0,47.0,17.0,13.49,6.0,2158.18,37.50971445,48.96204675,291.9515174
476,27.0,35413.43,2860.119167,6.0,4.0,6.0,3.0,5.0,12.0,4.48,5.0,381.28,33.8609928,92.01660918,396.7424305
477,50.0,102940.53,8729.3775,6.0,6.0,10.0,3.0,18.0,13.0,0.99,1.0,185.84,31.60712745,875.359774,91.55777664
478,15.0,29388.66,2353.055,6.0,5.0,18.0,-100.0,17.0,15.0,21.16,8.0,3777.68,26.11093707,80.49182189,294.8246907
479,20.0,82454.0,680.3558333,6.0,7.0,16.0,6.0,53.0,15.0,24.94,11.0,3085.36,34.32880214,274.216998,473.4963291
480,35.0,15377.55,1208.4625,3.0,4.0,5.0,3.0,2.0,10.0,0.51,8.0,678.99,33.57986426,38.84427361,333.0121783
481,30.0,16598.74,680.3558333,7.0,6.0,31.0,5.0,6.0,11.0,7.8,13.0,1689.33,35.27048654,180.8364418,212.0693126
482,29.0,38577.6,3469.8,9.0,10.0,20.0,2.0,37.0,25.0,7.03,6.0,1312.04,36.1653327,105.5781803,484.9642437
483,44.0,20313.63,680.3558333,1011.0,5.0,749.0,7.0,57.0,10.0,8.73,11.0,4005.23,29.03565054,225.2619286,151.4200939
484,25.0,14154.255,1467.52125,5.0,7.0,14.0,4.0,25.0,9.0,3.9,2.0,700.09,26.84700058,110.6203151,274.9357416
485,41.0,36647.46,3043.955,3.0,5.0,9.0,4.0,29.0,18.0,10.74,1.0,1471.04,28.61930139,112.8064968,361.4415175
486,30.0,38323.07,680.3558333,5.0,4.0,4.0,1.0,3.0,12.0,8.75,1.0,1487.87,34.99513923,10000.0,498.2220261
487,42.0,20774.34,1702.195,6.0,6.0,25.0,3.0,8.0,6.0,19.93,7.0,1822.87,36.52168744,37.59903119,345.5316902
488,44.0,32632.16,2789.346667,6.0,9.0,25.0,2.0,41.0,25.0,7.68,540.0,1309.09,30.42568496,65.88657868,417.8564432
489,39.0,9026.645,599.2204167,8.0,8.0,17.0,6.0,23.0,15.0,8.22,9.0,2018.44,27.03719061,52.95933522,265.5808411
490,18.0,14439.78,959.315,5.0,4.0,16.0,3.0,16.0,20.0,11.85,5.0,455.46,30.28925955,26.06566328,329.6941351
491,27.0,63648.12,5357.01,6.0,7.0,10.0,1.0,17.0,8.0,2.75,0.0,1223.86,37.07872135,211.677107,587.431707
492,17.0,14217.52,1482.793333,6.0,10.0,32.0,9.0,34.0,18.0,15.19,9.0,3306.24,33.05203908,48.71132438,269.7746644
493,31.0,72079.52,6148.626667,9.0,7.0,24.0,5.0,52.0,21.0,9.33,10.0,1605.65,28.9028581,216.9316233,372.9586735
494,33.0,15660.15,1363.0125,9.0,10.0,23.0,5.0,40.0,17.0,2.46,9.0,1354.33,36.86137224,85.14120194,283.8693686
495,46.0,112423.8,9485.65,1.0,3.0,4.0,3.0,5.0,11.0,5.04,0.0,655.91,41.33573309,163.136129,866.9535048
496,42.0,7064.385,393.69875,10.0,9.0,19.0,6.0,58.0,22.0,24.9,10.0,3918.55,27.67548266,15.72076259,286.449325
497,55.0,16188.16,1396.013333,7.0,4.0,1.0,4.0,8.0,20.0,9.52,5.0,1029.46,28.71844168,67.77415698,320.2549165
498,20.0,24293.22,1805.221135,4.0,7.0,14.0,3.0,5.0,16.0,11.66,2.0,62.26,34.55182247,106.8078017,318.3964172
499,30.0,10302.935,949.5779167,3.0,4.0,12.0,3.0,20.0,10.0,7.89,2.0,786.85,34.59266464,73.85987281,291.9401878
500,48.0,18407.68,1685.973333,4.0,3.0,4.0,4.0,14.0,7.0,11.99,0.0,1199.21,31.70496452,73.58522032,348.6817399
501,38.0,33189.63,680.3558333,3.0,3.0,6.0,4.0,18.0,14.0,6.84,4.0,1101.15,33.39031783,61.3832778,398.1094403
502,26.0,9582.025,1022.502083,5.0,7.0,7.0,2.0,8.0,15.0,6.49,1.0,820.12,23.12671252,48.67638581,335.4447538
503,43.0,10426.84,991.9033333,6.0,10.0,19.0,6.0,23.0,15.0,24.71,6.0,3145.39,26.23082525,50.68609716,288.6212947
504,36.0,134569.35,10979.1125,0.0,4.0,8.0,2.0,14.0,10.0,7.39,4.0,384.01,28.34893691,938.9565978,229.0723996
505,43.0,126530.4,10535.2,1.0,5.0,5.0,2.0,15.0,4.0,3.54,8.0,953.26,38.63812957,10000.0,930.4965591
506,28.0,32853.95,2426.630245,2.0,3.0,2.0,1.0,7.0,8.0,11.73,3.0,1044.27,26.20459818,205.2901553,326.8133701
507,44.0,111755.6,9488.966667,3.0,7.0,14.0,2.0,17.0,9.0,13.79,0.0,407.8,32.35756225,140.9177131,921.2747132
508,36.0,22276.68,2014.39,6.0,7.0,14.0,2.0,15.0,12.0,6.93,1.0,124.57,27.30334181,28.00865147,392.4960355
509,15.0,29094.06,2303.505,9.0,10.0,25.0,4.0,51.0,17.0,9.45,350.0,1556.08,25.00564091,10000.0,171.519383
510,50.0,21751.53,680.3558333,1741.0,3.0,7.0,4.0,7.0,9.0,4.02,3.0,1211.85,35.28286852,114.8314521,296.930898
511,19.0,43430.88,3418.24,6.0,4.0,12.0,1.0,23.0,16.0,8.54,4.0,1288.94,33.35631958,51.56315193,509.8200305
512,22.0,101978.19,8422.1825,5.0,7.0,2.0,4.0,5.0,-1.0,10.42,3.0,1361.83,25.87683892,494.1710696,397.8975687
513,38.0,28315.74,2427.645,10.0,8.0,23.0,3.0,62.0,20.0,8.69,14.0,2207.45,26.39516528,167.3502587,289.0593025
514,45.0,7465.895,684.1579167,7.0,5.0,17.0,6.0,24.0,25.0,17.64,8.0,3766.44,24.92869246,77.43754454,257.2720651
515,32.0,7174.99,886.9158333,10.0,1146.0,4181.0,7.0,49.0,24.0,20.88,12.0,4265.64,24.77971239,10000.0,277.0454187
516,24.0,39323.36,3467.946667,7.0,3.0,34.0,3.0,22.0,13.0,7.39,7.0,1425.04,28.72371862,341.2917678,226.8288607
517,35.0,144342.52,12119.54333,0.0,1.0,12.0,1.0,1.0,10.0,10.61,1.0,1123.41,39.26525138,10000.0,974.0270526
518,48.0,34962.32,2781.526667,3.0,6.0,9.0,3.0,13.0,7.0,1.49,1.0,1470.65,29.02300588,159.3212669,334.5075281
519,38.0,7343.865,680.3558333,3.0,5.0,11.0,3.0,25.0,10.0,11.66,7.0,116.26,36.73516781,57.19765121,291.6673518
520,35.0,15093.63,680.3558333,10.0,10.0,26.0,7.0,44.0,18.0,17.41,12.0,2684.55,30.8204351,96.92201775,256.3843557
521,3194.0,81506.32,7012.193333,7.0,4.0,7.0,2.0,9.0,13.0,11.02,5.0,933.67,27.51347169,318.7338501,549.9792335
522,42.0,20039.58,1862.965,6.0,6.0,17.0,6.0,21.0,18.0,2.28,6.0,2507.45,38.17519209,46.3445142,335.9134522
523,45.0,9759.375,813.28125,7.0,9.0,24.0,8.0,15.0,21.0,1.85,10.0,4342.44,40.15299207,71.75322589,243.6357099
524,23.0,46850.7,3837.225,5.0,4.0,20.0,5.0,14.0,15.0,7.23,5.0,1676.93,34.58319534,104.159746,354.7418372
525,14.0,35397.98,3077.831667,6.0,5.0,11.0,6.0,5.0,10.0,15.51,6.0,1892.22,25.65091967,135.3044815,322.5375703
526,50.0,124183.56,10156.63,7.0,5.0,5.0,2.0,11.0,15.0,11.19,6.0,247.96,23.80269125,892.9281328,246.4299155
527,41.0,12162.055,680.3558333,5.0,7.0,13.0,3.0,22.0,8.0,8.52,0.0,1179.95,24.6969056,56.83761882,285.9059612
528,21.0,33337.84,2909.153333,9.0,160.0,24.0,7.0,47.0,24.0,29.64,13.0,3652.25,29.24996352,10000.0,350.4343288
529,45.0,58468.08,4592.34,10.0,9.0,28.0,5.0,29.0,8.0,11.93,15.0,1447.46,39.89078653,124.6459834,425.1228601
530,2174.0,26450.59,2079.215833,5.0,6.0,20.0,4.0,29.0,10.0,11.8,1.0,952.9,22.26341087,73.77273073,310.4786624
531,15.0,122105.64,10307.47,6.0,3.0,14.0,6.0,22.0,14.0,9.75,8.0,687.13,31.08683971,108.5407727,607.0377437
532,36.0,18946794.0,833.03,8.0,6.0,34.0,8.0,37.0,17.0,29.89,13.0,2838.2,31.74586432,69.20615529,268.4188238
533,16.0,14937.49,1142.790833,8.0,8.0,387.0,-100.0,42.0,13.0,21.17,6.0,3699.44,35.9648278,149.8878637,203.4303414
534,19.0,18937.61,1536.134167,8.0,8.0,28.0,242.0,33.0,21.0,6.76,4.0,1306.3,31.88670605,27.51544503,295.8896071
535,35.0,134139.48,11352.29,2.0,5.0,11.0,4.0,19.0,1.0,11.14,4.0,1486.38,34.10963733,177.9921708,780.8763055
536,15.0,43171.59,3812.6325,7.0,9.0,22.0,6.0,38.0,10.0,8.52,7.0,2028.14,29.39896788,109.0509836,364.0773018
537,21.0,81822.8,6808.566667,7.0,10.0,26.0,8.0,39.0,15.0,19.05,15.0,4609.45,34.10336688,278.5534142,313.4519185
538,20.0,175796.6,14768.71667,3.0,7.0,11.0,3.0,11.0,1.0,1.46,0.0,1202.31,38.75522777,1009.408681,370.7040526
539,19.0,9260.58,680.3558333,6.0,6.0,31.0,7.0,26.0,25.0,28.94,12.0,3726.34,37.98396716,46.66133713,271.45456
540,23.0,7160.835,431.73625,10.0,9.0,16.0,5.0,28.0,17.0,14.51,10.0,1285.23,29.83667109,33.86756303,254.233552
541,42.0,46256.34,4048.695,7.0,5.0,30.0,6.0,21.0,16.0,17.92,9.0,4336.75,24.14848417,69.09911595,441.8074129
542,45.0,49316.19,3848.6825,7.0,8.0,20.0,2.0,59.0,20.0,4.4,12.0,2080.28,24.71485726,380.814981,233.7553385
543,46.0,93233.73,680.3558333,6.0,7.0,17.0,7.0,11.0,14.0,16.51,7.0,783.92,33.21905381,91.67445477,621.6204861
544,22.0,22380.18,1385.264539,5.0,6.0,14.0,3.0,16.0,16.0,0.58,6.0,939.02,33.8532576,70.10998467,343.9760485
545,49.0,41235.33,3384.2775,3.0,3.0,1.0,3.0,12.0,3.0,3.93,2.0,734.69,33.06501278,218.6520436,321.4015189
546,36.0,10466.16,1080.18,8.0,6.0,15.0,-100.0,56.0,14.0,15.07,10.0,1941.93,32.62521009,134.3785061,207.448409
547,15.0,31327.28,2427.606667,9.0,7.0,19.0,3.0,41.0,18.0,20.97,6.0,1819.09,35.31550225,108.1614848,358.958518
548,32.0,51660.42,4311.035,6.0,6.0,10.0,4.0,7.0,20.0,13.45,4.0,358.9,33.40582154,381.5542456,225.0128045
549,32.0,27339.81,680.3558333,3.0,5.0,9.0,-100.0,16.0,14.0,-0.18,2.0,1342.51,25.96313676,123.5404456,373.6225509
550,55.0,89384.91,7658.7425,1.0,3.0,10.0,3.0,14.0,7.0,9.54,5.0,1041.11,23.56241333,372.7116678,564.6276318
551,38.0,57242.61,680.3558333,9.0,7.0,19.0,6.0,42.0,23.0,30.33,10.0,4841.18,25.31632832,61.53028491,496.6005857
552,28.0,43115.38,3806.948333,4.0,4.0,6.0,4.0,9.0,10.0,14.86,0.0,746.05,28.46546186,169.3518657,372.9027588
553,34.0,17680.79,1329.399167,9.0,7.0,23.0,5.0,36.0,21.0,26.7,6.0,4894.42,25.43705738,69.43403494,282.0315439
554,19.0,16931.7,1656.975,8.0,5.0,23.0,3.0,42.0,18.0,1.17,12.0,1557.41,26.90827238,29.20809513,350.6054006
555,31.0,58427.31,4717.9425,10.0,5.0,23.0,4.0,50.0,10.0,17.39,6.0,1956.44,38.63423609,79.84611468,516.3524409
556,15.0,7448.78,795.7316667,3.0,7.0,16.0,2.0,19.0,17.0,12.81,12.0,1362.72,40.25122584,47.57837024,303.4012292
557,44.0,56760.51,4999.0425,6.0,5.0,19.0,9.0,40.0,24.0,28.7,12.0,4701.09,36.77028101,459.1717358,10.30550807
558,31.0,166907.72,680.3558333,5.0,5.0,11.0,4.0,10.0,5.0,5.52,4.0,929.9,40.4218812,312.2202598,797.3197828
559,31.0,39538.62,680.3558333,10.0,5.0,23.0,3.0,41.0,11.0,9.71,8.0,1822.92,26.09260688,65.99702878,473.890107
560,20.0,3027467.0,3011.654167,3.0,6.0,9.0,2.0,6.0,16.0,-3.45,784.0,1307.01,40.63686495,10000.0,437.2647442
561,21.0,34769.69,3009.474167,2.0,135.0,6.0,4.0,1.0,12.0,5.88,3.0,219.87,37.65895749,24.3127856,406.6352354
562,55.0,79642.86,6509.905,2.0,5.0,5.0,3.0,4.0,3.0,4.15,1.0,911.67,36.49099535,259.94321,468.2383742
563,24.0,37419.7,680.3558333,1.0,7.0,5.0,4.0,11.0,0.0,7.69,0.0,653.66,31.92502871,129.8357012,401.4125963
564,55.0,71424.57,5743.0475,4.0,6.0,1.0,4.0,14.0,21.0,10.35,6.0,484.43,27.25221806,178.3245943,415.5243716
565,15.0,19288.47,680.3558333,10.0,6.0,21.0,-100.0,55.0,20.0,8.52,11.0,1873.07,30.1984078,76.11376287,285.3347881
566,35.0,21699.13,1925.260833,8.0,4.0,18.0,3.0,9.0,14.0,2.64,1.0,1129.46,37.82240827,170.558823,246.9072496
567,2360.0,30320.06,2507.671667,9.0,6.0,20.0,-100.0,54.0,23.0,7.23,11.0,2051.53,27.09454928,112.4116312,318.0642535
568,30.0,29375.68,2728.973333,4.0,8.0,27.0,6.0,5.0,12.0,12.26,15.0,1985.59,34.52095825,119.519619,322.5167609
569,28.0,71689.68,5706.14,7.0,8.0,16.0,6.0,41.0,15.0,9.71,8.0,1773.97,30.06547982,232.8110485,300.8744188
570,36.0,29827.76,2385.646667,8.0,8.0,16.0,5.0,28.0,20.0,16.31,6.0,3376.44,25.24928503,10000.0,237.611929
571,47.0,69557.68,5570.473333,6.0,7.0,8.0,1.0,28.0,19.0,9.4,0.0,503.35,31.0240417,10000.0,522.9905727
572,42.0,53876.88,4566.74,8.0,7.0,19.0,5.0,56.0,9.0,19.96,10.0,1341.25,28.29259564,409.4248561,168.5394363
573,27.0,15441.2,1248.766667,9.0,9.0,28.0,2.0,59.0,19.0,1.11,6.0,1521.3,31.3702968,46.43203616,327.1271479
574,43.0,35205.24,3025.77,3.0,7.0,6.0,1.0,8.0,5.0,1.85,0.0,851.4,36.38889711,143.8504922,395.491078
575,17.0,17461.98,1642.165,6.0,5.0,21.0,2.0,59.0,19.0,7.77,11.0,1405.7,33.58143215,30.47899782,345.6426531
576,40.0,36964.22,3025.351667,10.0,10.0,22.0,6.0,38.0,19.0,25.83,6.0,4004.45,32.07892539,10000.0,299.8348467
577,36.0,22276.68,2014.39,5.0,6.0,14.0,2.0,15.0,9.0,6.93,1.0,124.57,33.48973761,18.04462436,402.4600626
578,20.0,84389.44,7097.453333,7.0,7.0,1292.0,-100.0,20.0,17.0,6.84,1.0,1368.62,25.87709308,174.8822996,612.216686
579,45.0,28828.86,680.3558333,7.0,7.0,19.0,8.0,23.0,24.0,19.11,11.0,2982.96,36.32276949,50.30140768,308.8004032
580,15.0,30228.82,2406.068333,7.0,7.0,18.0,8.0,50.0,16.0,5.51,10.0,1430.8,32.39744239,108.2939015,260.7522186
581,38.0,17818.53,1354.142103,5.0,6.0,11.0,-100.0,10.0,8.0,14.6,5.0,1452.64,39.70151774,156.0758846,250.4501729
